claim_id	source	line_range	claim_type	claim_text	normalized_requirement	superseded_by	implementation	production_caller	tests	failure_path	rules	status	confidence	notes
E004230	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	21	acceptance	- **NS2（可解释评分）**：最终输出 **MUST** 是 0~100 分且**带可追溯的分项构成**（事件强度 / 产业链相关度 / 资金热度 / 三高质量 / 历史胜率）。黑箱总分视为漂移。	**NS2（可解释评分）**：最终输出 **MUST** 是 0~100 分且**带可追溯的分项构成**（事件强度 / 产业链相关度 / 资金热度 / 三高质量 / 历史胜率）。黑箱总分视为漂移。		candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs,src/opportunity/chain_mapper.rs				2.7	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004231	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	22	bug	- **NS3（评分定位）**：0~100 分是**「机会风险评估」而非「胜率预测」**。在 ⑤历史相似事件回测落地、`winrate_score` 由真实样本驱动之前，本评分 **MUST NOT** 被单独用于驱动下单/资金配置，只作盘中扫描辅助；所有推送 **MUST** 携带「评分定位说明」。把它当胜率信号使用即视为漂移。	**NS3（评分定位）**：0~100 分是**「机会风险评估」而非「胜率预测」**。在 ⑤历史相似事件回测落地、`winrate_score` 由真实样本驱动之前，本评分 **MUST NOT** 被单独用于驱动下单/资金配置，只作盘中扫描辅助；所有推送 **MUST** 携带「评分定位说明」。把它当胜率信号使用即视为漂移。		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;candidate:src/trading/mod.rs,src/trading/risk_adapter.rs,src/risk/limits.rs		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642	src/opportunity/score.rs:192	2.6	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004232	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	30	feature	| 阶段 | 现有实现 | 状态 | v9 动作 | 优先级 |	| 阶段 | 现有实现 | 状态 | v9 动作 | 优先级 |							unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004233	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	32	feature	| ① 采集（官方/财经/行业/社交） | `search_service`：jin10/wscn/cls 快讯 + serpapi/bocha/tavily/eastmoney Web | 🟡 部分 | **扩源**：补官方(部委/交易所公告)、行业垂媒、社交；provider 抽象已就绪 | P1 |	| ① 采集（官方/财经/行业/社交） | `search_service`：jin10/wscn/cls 快讯 + serpapi/bocha/tavily/eastmoney Web | 🟡 部分 | **扩源**：补官方(部委/交易所公告)、行业垂媒、社交；provider 抽象已就绪 | P1 |		src/agent/tools_news.rs:2;src/app/bootstrap.rs:414;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs,src/data_provider/fallback.rs	src/bin/monitor/dryrun_report.rs:416;src/bin/monitor/main.rs:2471	src/bin/monitor/dryrun_report.rs:416;src/bin/monitor/main.rs:2471			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004234	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	33	feature	| ② AI 事件抽取 | `chain_mapper` AI 兜底、`fetch_cluster_news` Quick LLM 猜催化 | 🔴 弱 | **新建 `MarketEvent` 结构化抽取**（标准中间件） | **P0** |	| ② AI 事件抽取 | `chain_mapper` AI 兜底、`fetch_cluster_news` Quick LLM 猜催化 | 🔴 弱 | **新建 `MarketEvent` 结构化抽取**（标准中间件） | **P0** |		src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382;src/pipeline/chain_analysis/fetchers.rs:322;src/pipeline/chain_analysis/mod.rs:19;src/bin/monitor/main.rs:7185;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs,src/opportunity/chain_mapper.rs	src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382;src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9	src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382;src/pipeline/chain_analysis/mod.rs:19;src/pipeline/chain_analysis/mod.rs:323	src/monitor/attribution.rs:75;src/monitor/attribution.rs:97		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004235	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	34	feature	| ③ BOM 产业链映射 | `chain_rules.toml` 关键词表 + `chain_analysis.rs` LLM BOM 法 | 🟡 部分 | **BOM 知识库数据化**（产品→层级组件→环节→候选公司） | P1 |	| ③ BOM 产业链映射 | `chain_rules.toml` 关键词表 + `chain_analysis.rs` LLM BOM 法 | 🟡 部分 | **BOM 知识库数据化**（产品→层级组件→环节→候选公司） | P1 |		src/bin/winrate_simulator.rs:25;src/bin/winrate_simulator.rs:73;src/app/modes.rs:121;src/cli.rs:80;candidate:src/opportunity/candidate_panel.rs,src/bin/monitor/main.rs,src/opportunity/chain_mapper.rs	src/main.rs:84	src/monitor/attribution.rs:290;src/opportunity/chain_mapper.rs:62;src/database/concepts.rs:4;src/pipeline/chain_analysis/mod.rs:15	src/bin/winrate_simulator.rs:73;src/opportunity/chain_mapper.rs:118		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004236	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	35	feature	| ④ A股公司映射 | `chain_mapper::resolve_stocks`（东财板块排名+板名匹配）、F10 概念 | 🟡 有但弱 | 接 BOM 知识库 + 板块/概念多路对齐 | P1 |	| ④ A股公司映射 | `chain_mapper::resolve_stocks`（东财板块排名+板名匹配）、F10 概念 | 🟡 有但弱 | 接 BOM 知识库 + 板块/概念多路对齐 | P1 |		src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382;src/opportunity/chain_mapper.rs:696;src/opportunity/mod.rs:1051;candidate:src/opportunity/bom_kb.rs,src/market_analyzer/sector_monitor.rs,src/decision/sector_score.rs	src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382	src/bin/monitor/dryrun_report.rs:367;src/bin/monitor/main.rs:7382;src/opportunity/chain_mapper.rs:696;src/opportunity/mod.rs:1051	src/monitor/attribution.rs:75;src/monitor/attribution.rs:97		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004237	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	36	feature	| ⑤ 历史相似事件回测 | `review/` + `reports/`（**策略**回测，非事件回测） | 🔴 缺 | **预留接口**，本期不实现（评分中胜率项暂为中性占位） | P2（缓） |	| ⑤ 历史相似事件回测 | `review/` + `reports/`（**策略**回测，非事件回测） | 🔴 缺 | **预留接口**，本期不实现（评分中胜率项暂为中性占位） | P2（缓） |		src/agent/tools_research.rs:160;src/agent/tools_research.rs:193;candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs	src/bin/monitor/main.rs:2729	src/bin/monitor/main.rs:2729;src/deep_analyzer.rs:11	src/pipeline/backtest_runner.rs:295		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004238	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	37	feature	| ⑥ 资金流验证 | `impact.fund_flow_pct`、`PostCloseCandidate.flow_score`、东财/Sina 资金流 | 🟡 有但未成环 | 【收敛-B3】收敛为「盘中实时资金热度」，龙虎榜/北向移盘后 review | P1 |	| ⑥ 资金流验证 | `impact.fund_flow_pct`、`PostCloseCandidate.flow_score`、东财/Sina 资金流 | 🟡 有但未成环 | 【收敛-B3】收敛为「盘中实时资金热度」，龙虎榜/北向移盘后 review | P1 |		src/monitor/news_ai.rs:26;src/monitor/news_ai.rs:123;src/bin/monitor/main.rs:7422;src/opportunity/chain_mapper.rs:53;src/opportunity/discover.rs:312;candidate:src/opportunity/candidate_panel.rs,src/data_provider/sina_provider.rs,src/data_provider/sina_news_provider.rs	src/bin/monitor/main.rs:7422	src/monitor/news_ai.rs:26;src/monitor/news_ai.rs:123;src/bin/monitor/main.rs:7422;src/opportunity/chain_mapper.rs:53	src/opportunity/mod.rs:1498	2.4	partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004239	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	38	feature	| ⑦ 机会评分 0~100 | `opportunity::mod.rs::score_hit_confidence`（Rule/Ai base+flash/web/cross） | 🟡 部分 | **统一 0~100 评分模型**，替代 ad-hoc 加分 | **P0** |	| ⑦ 机会评分 0~100 | `opportunity::mod.rs::score_hit_confidence`（Rule/Ai base+flash/web/cross） | 🟡 部分 | **统一 0~100 评分模型**，替代 ad-hoc 加分 | **P0** |	| ⑦ 机会评分 0~100 | `opportunity::mod.rs::score_hit_confidence`（Rule/Ai base+flash/web/cross） | 🟡 部分 | **统一 0~100 评分模型**，替代 ad-hoc 加分 | **P0** |	src/bin/monitor/dryrun_report.rs:120;src/bin/monitor/dryrun_report.rs:178;src/config.rs:124;src/config.rs:125	src/bin/monitor/dryrun_report.rs:120;src/bin/monitor/dryrun_report.rs:178	src/bin/monitor/dryrun_report.rs:120;src/bin/monitor/dryrun_report.rs:178;src/opportunity/mod.rs:457;src/opportunity/mod.rs:523			superseded	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004240	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	41	feature	**本期编码范围（用户选定优先级）**：②结构化事件抽取 → ①采集扩源 → ⑦统一评分 → ③BOM 数据化。⑤相似事件回测预留接口，不实现。	*本期编码范围（用户选定优先级）**：②结构化事件抽取 → ①采集扩源 → ⑦统一评分 → ③BOM 数据化。⑤相似事件回测预留接口，不实现。		candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004241	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	45	feature	## 2. 核心新增数据契约：`MarketEvent`（②的产物，全链路标准件）	2. 核心新增数据契约：`MarketEvent`（②的产物，全链路标准件）		src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004242	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	47	acceptance	> 所有下游阶段（③④⑥⑦）**MUST** 以 `MarketEvent` 为输入，不得回退到「读原始 news 文本」。	> 所有下游阶段（③④⑥⑦）**MUST** 以 `MarketEvent` 为输入，不得回退到「读原始 news 文本」。		src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004243	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	49	acceptance	**【收敛-B2】上下文归属**：`MarketEvent` 属于 **Signal 限界上下文**（定义在 `src/signal/`），作为跨上下文共享的领域事件语言，而非 Opportunity 私有对象。理由：news_ai/monitor 等也需要「结构化事件」，放 Signal 可避免重复定义与循环依赖；Opportunity 通过依赖 Signal（上游→下游单向）消费它。	*【收敛-B2】上下文归属**：`MarketEvent` 属于 **Signal 限界上下文**（定义在 `src/signal/`），作为跨上下文共享的领域事件语言，而非 Opportunity 私有对象。理由：news_ai/monitor 等也需要「结构化事件」，放 Signal 可避免重复定义与循环依赖；Opportunity 通过依赖 Signal（上游→下游单向）消费它。		src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9;src/bin/monitor/main.rs:2483;src/bin/monitor/main.rs:4905;src/bin/monitor/main.rs:7110;candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9;src/bin/monitor/main.rs:2483;src/bin/monitor/main.rs:4905	src/bin/monitor/main.rs:7185;src/bin/monitor/news_aggregator_init.rs:9;src/bin/monitor/main.rs:2483;src/bin/monitor/main.rs:4905	src/monitor/attribution.rs:97;src/monitor/attribution.rs:124		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004244	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	74	acceptance	- **数据红线对齐**：`provenance` 落审计（§2.7）；`occurred_at` 走新鲜度门（§2.4）；`ai_degraded=true` 时下游 **MUST** 降权且描述带「[AI降级]」，不得编造（§2.1/2.2）。	**数据红线对齐**：`provenance` 落审计（§2.7）；`occurred_at` 走新鲜度门（§2.4）；`ai_degraded=true` 时下游 **MUST** 降权且描述带「[AI降级]」，不得编造（§2.1/2.2）。		src/news/aggregator/feed.rs:51;src/news/aggregator/feed.rs:228;src/news/aggregator/feed.rs:50;src/news/aggregator/feed.rs:227;src/news/aggregator/feed.rs:56;candidate:src/monitor/alert_log.rs,src/push_l7/analytics.rs,src/monitor/data_quality.rs		src/news/aggregator/mod.rs:141;src/news/aggregator/mod.rs:210;src/news/aggregator/mod.rs:89;src/news/aggregator/mod.rs:140	src/opportunity/event_extractor/core.rs:101;src/opportunity/event_extractor/mod.rs:205	2.4,2.7	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004245	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	87	feature	│ ├─ 官方 部委/交易所/巨潮 公告源 [P1 新增 provider]	│ ├─ 官方 部委/交易所/巨潮 公告源 [P1 新增 provider]		candidate:src/monitor/news_monitor.rs,src/news/aggregator/mod.rs,src/data_provider/fallback.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004246	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	88	feature	│ ├─ 行业 垂直行业媒体 [P1 新增 provider]	│ ├─ 行业 垂直行业媒体 [P1 新增 provider]		candidate:src/data_provider/fallback.rs,src/data_provider/service.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004247	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	89	feature	│ └─ 社交 雪球/股吧/微博（高噪→低权重+强校验） [P1 新增 provider]	│ └─ 社交 雪球/股吧/微博（高噪→低权重+强校验） [P1 新增 provider]		candidate:src/data_provider/fallback.rs,src/data_provider/service.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004248	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	99	feature	│ ├─ L2 BOM 知识库 bom_kb：环节↔产品↔上下游（P1 数据化）	│ ├─ L2 BOM 知识库 bom_kb：环节↔产品↔上下游（P1 数据化）		src/news/mod.rs:10;src/news/stock_mapper.rs:80		src/news/stock_mapper.rs:80;src/opportunity/mod.rs:6			partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004249	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	104	feature	│ ├─ BOM 知识库「环节→候选公司」（权威优先） [P1]	│ ├─ BOM 知识库「环节→候选公司」（权威优先） [P1]		candidate:src/opportunity/candidate_panel.rs,src/bin/monitor/main.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004250	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	127	feature	> 替代现状 `score_hit_confidence`（Rule=28/Ai=16 base + flash×6 + web×5 + cross+16 的 ad-hoc 加分）。	> 替代现状 `score_hit_confidence`（Rule=28/Ai=16 base + flash×6 + web×5 + cross+16 的 ad-hoc 加分）。	> 替代现状 `score_hit_confidence`（Rule=28/Ai=16 base + flash×6 + web×5 + cross+16 的 ad-hoc 加分）。	src/config.rs:124;src/config.rs:125		src/opportunity/mod.rs:457;src/opportunity/mod.rs:523			superseded	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004251	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	131	acceptance	**【收敛-B4】权重为试验性参数**：下表初版权重**未经历史回测验证**，仅为工程起点。所有评分 **MUST** 携带 `weight_version`（写入审计日志 §2.7）；上线 6 周内 **MUST** 对推送候选做胜率/夏普跟踪并评估是否调权（月度滚动）。	*【收敛-B4】权重为试验性参数**：下表初版权重**未经历史回测验证**，仅为工程起点。所有评分 **MUST** 携带 `weight_version`（写入审计日志 §2.7）；上线 6 周内 **MUST** 对推送候选做胜率/夏普跟踪并评估是否调权（月度滚动）。		src/opportunity/score.rs:13;src/opportunity/score.rs:51;candidate:src/monitor/alert_log.rs,src/push_l7/analytics.rs,src/bin/monitor/notify.rs		src/opportunity/score.rs:13;src/opportunity/score.rs:51		2.7	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004252	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	140	feature	| `winrate_score` | 历史相似事件后 N 日胜率 | ⑤（预留） | 0.15 | **本期固定=50** 占位，data_sufficiency=false |	| `winrate_score` | 历史相似事件后 N 日胜率 | ⑤（预留） | 0.15 | **本期固定=50** 占位，data_sufficiency=false |		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;src/opportunity/score.rs:10;src/opportunity/score.rs:11;candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;src/opportunity/score.rs:10;src/opportunity/score.rs:11	src/opportunity/score.rs:192		partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004253	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	142	feature	- **【收敛-B5】winrate 权重 0.05→0.15**（同时 quality 0.10→0.15、flow/cross 各降 0.05）：事件驱动 alpha 的唯一市场客观锰是「同类事件历史怎么走」。本期虽不实现回测，但 winrate 不得形同虚设。	**【收敛-B5】winrate 权重 0.05→0.15**（同时 quality 0.10→0.15、flow/cross 各降 0.05）：事件驱动 alpha 的唯一市场客观锰是「同类事件历史怎么走」。本期虽不实现回测，但 winrate 不得形同虚设。		candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs					unverifiable	low	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004254	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	148	feature	- **⑤接入预案**：相似事件回测落地后，仅需把 `winrate_score` 由占位 50 改为真实胜率、并可上调其权重，**不触动其余分项**。	**⑤接入预案**：相似事件回测落地后，仅需把 `winrate_score` 由占位 50 改为真实胜率、并可上调其权重，**不触动其余分项**。		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642	src/opportunity/score.rs:192		partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004255	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	152	bug	## 5. 失败模式分析（AGENTS.md 步骤 1 DoD · 遵守数据红线 2.1/2.2/2.4）	5. 失败模式分析（AGENTS.md 步骤 1 DoD · 遵守数据红线 2.1/2.2/2.4）			src/bin/monitor/freshness.rs:8;src/bin/monitor/freshness.rs:28	src/agent/validation.rs:51;src/agent/validation.rs:64	config/strategy.toml:15;src/bin/monitor/freshness.rs:28		unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004256	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	154	bug	| 数据源 / 环节 | 失败表现 | 处理（MUST，不静默填充/不编造） |	| 数据源 / 环节 | 失败表现 | 处理（MUST，不静默填充/不编造） |		candidate:src/data_provider/fallback.rs,src/data_provider/service.rs				2.1,2.2	unresolved	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004257	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	157	feature	| Web 搜索（4 provider） | 配额耗尽/429/403 | 跳过该 provider；**不因 web 全挂就阻断**（见 §6 跨源软化） |	| Web 搜索（4 provider） | 配额耗尽/429/403 | 跳过该 provider；**不因 web 全挂就阻断**（见 §6 跨源软化） |	| Web 搜索（4 provider） | 配额耗尽/429/403 | 跳过该 provider；**不因 web 全挂就阻断**（见 §6 跨源软化） |	candidate:src/data_provider/fallback.rs,src/data_provider/service.rs					superseded	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004258	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	158	acceptance	| 官方/行业/社交（新增源） | 不可用/反爬 | 跳过该源，记 info；**【收敛-B6】社交源独占时 cross_score=0**，必须与财经源打包才计跨源 |	| 官方/行业/社交（新增源） | 不可用/反爬 | 跳过该源，记 info；**【收敛-B6】社交源独占时 cross_score=0**，必须与财经源打包才计跨源 |	| 官方/行业/社交（新增源） | 不可用/反爬 | 跳过该源，记 info；**【收敛-B6】社交源独占时 cross_score=0**，必须与财经源打包才计跨源 |	src/opportunity/score.rs:84		src/opportunity/score.rs:84			superseded	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004259	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	159	bug	| ⑥ 资金热度 | 接口失败/滞后>2分钟/龙虎榜北向不可得 | 该项视同缺数据，flow_score=50 标「资金数据滞后/不足」，**不作当日确认**（§2.4）|	| ⑥ 资金热度 | 接口失败/滞后>2分钟/龙虎榜北向不可得 | 该项视同缺数据，flow_score=50 标「资金数据滞后/不足」，**不作当日确认**（§2.4）|		src/opportunity/mod.rs:35;src/opportunity/mod.rs:591		src/opportunity/mod.rs:35;src/opportunity/mod.rs:591	src/opportunity/mod.rs:1498		partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004260	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	162	bug	| ④ 公司映射 | 板块/BOM 拉取失败 | 该链 `stocks` 空 → 丢弃该链，**不静默置空标的** |	| ④ 公司映射 | 板块/BOM 拉取失败 | 该链 `stocks` 空 → 丢弃该链，**不静默置空标的** |		src/app/bootstrap.rs:65;src/app/bootstrap.rs:74;candidate:src/market_analyzer/sector_monitor.rs,src/decision/sector_score.rs	src/bin/monitor/main.rs:841;src/bin/monitor/main.rs:843	src/bin/monitor/main.rs:841;src/bin/monitor/main.rs:843	src/bin/monitor/push_templates.rs:2064;src/bin/monitor/push_templates.rs:4615		partial	high	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof; conservative_demote:no exact same-symbol four-layer proof
E004261	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	163	feature	| ⑤ 相似回测（预留） | 未实现/无样本 | `winrate_score=50` 并在 notes 标「无回测数据」，data_sufficiency=false，**不臆测胜率** |	| ⑤ 相似回测（预留） | 未实现/无样本 | `winrate_score=50` 并在 notes 标「无回测数据」，data_sufficiency=false，**不臆测胜率** |		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;src/opportunity/score.rs:10;src/opportunity/score.rs:11;candidate:src/pipeline/backtest_runner.rs,src/opportunity/winrate.rs		src/opportunity/mod.rs:594;src/opportunity/mod.rs:642;src/opportunity/score.rs:10;src/opportunity/score.rs:11	src/opportunity/score.rs:192		partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004262	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	166	bug	| 新鲜度（§2.4） | 事件 `occurred_at` 超阈值 | 视同失败丢弃（Web/主题新闻沿用 `topic_news_max_age_days`），warning |	| 新鲜度（§2.4） | 事件 `occurred_at` 超阈值 | 视同失败丢弃（Web/主题新闻沿用 `topic_news_max_age_days`），warning |		src/news/aggregator/feed.rs:50;src/news/aggregator/feed.rs:227;src/config.rs:104;src/config.rs:377;candidate:src/monitor/data_quality.rs,tools/compliance/lib/check_data_freshness.sh,src/monitor/news_monitor.rs		src/news/aggregator/mod.rs:89;src/news/aggregator/mod.rs:140;src/search_service/service.rs:758		2.4,2.9	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
E004263	docs/v9.x/v9.0-2026-06-27-brainstorming-opportunity-pipeline.md	172	bug	1. **【收敛-B6】跨源由「硬门控」改「软评分」+ 双层门控 + 单源封顶**：现状 `opportunity_require_cross_source` 在 web provider 全挂时使一切候选 `cross=false` 被全过滤（实测 score=39 全灭）。v9 把跨源降为 `cross_score`（权重 0.10）。为防单源噪声泛滤：**单源候选 final 封顶 ≤70**；**社交源独占时 cross_score=0**；**盘中放宽（阈值低）/ 盘后严格（阈值高 + 趋势二次确认）双层**。多源故障 case 见 §11-C。→ 这条直接解决「技术突破无推送」根因。	**【收敛-B6】跨源由「硬门控」改「软评分」+ 双层门控 + 单源封顶**：现状 `opportunity_require_cross_source` 在 web provider 全挂时使一切候选 `cross=false` 被全过滤（实测 score=39 全灭）。v9 把跨源降为 `cross_score`（权重 0.10）。为防单源噪声泛滤：**单源候选 final 封顶 ≤70**；**社交源独占时 cross_score=0**；**盘中放宽（阈值低）/ 盘后严格（阈值高 + 趋势二次确认）双层**。多源故障 case 见 §11-C。→ 这条直接解决「技术突破无推送」根因。		src/config.rs:118;src/config.rs:383;src/indicators/cross.rs:1;src/indicators/mod.rs:32;src/opportunity/score.rs:84;candidate:src/bin/monitor/notify.rs,src/bin/monitor/push_templates.rs,src/push_l4/dispatcher.rs		src/opportunity/mod.rs:512;src/indicators/mod.rs:32;src/indicators/mod.rs:40;src/opportunity/score.rs:84		2.6,2.9,2.10	partial	medium	workspace_only_doc; automated exhaustive claim extraction; candidate mappings do not count as proof
